Student_name,Student_letter_grade,Student_final_grade,final_exam_score,midterm_grade,midterm_letter_grade,midterm_exam_score,weely_hours_spent_studying _class,weekly_hours_spent_studying_general,weekly_hw_hours_general,weekly_hours_on_hw_class,effort_in_class,effort_outof_class,Study_group,Weekly_time_with_SG,low_sleep,high_sleep,exercise,taken_class_before,feelings_towards_teacher,student_height,student_weight,student_eyecolor,student_average_hw_grade,student_ID,student_credit_hours,student_nickname,student_nickname_ID,student_gpa,student_gpa_before,student_gpa_after,student_seated_row,student_seated_side,A
Saanvi Schmitt,F,10.22,3.42,93,A,41.15,19,7,20,15,High,Medium,Y,23,4,7,Y,Y,,medium height,175.11,brown,16,II06FZ,20,Denton,DentonII06FZ,3.61,3.61,3.74,3,Left,
Pamela Mcleod,A-,90.39,46.49,91,A-,71.55,6,8,9,3,Medium,Low,Y,26,1,11,Y,N,,about average height,81.01,blue,78,CYER9R,21,Goldsmith,GoldsmithCYER9R,0.15,0.15,1.42,14,Left,
Cinar Walker,F,52.44,33.61,47,F,81.51,7,6,11,10,High,Low,N,7,6,8,Y,Y,,below average height,106.12,brown,7,ZV7WB0,11,Wainwright,WainwrightZV7WB0,3.50,3.50,3.54,2,Left,
Polly Greene,C,72.74,82.92,76,C,94.94,2,5,10,4,Medium,High,N,32,4,10,N,N,,above average height,158.49,brown,69,8C9HT3,7,Wise,Wise8C9HT3,2.87,2.87,1.07,16,Left,
Paris Hollis,F,28.05,39.84,90,B+,86.52,8,0,14,20,High,High,N,35,4,9,Y,N,,below average height,235.31,blue,74,89GWTD,17,Busby,Busby89GWTD,1.11,1.11,1.20,2,Mid,
Lucien Johnston,F,43.57,14.99,16,F,13.97,9,1,13,11,Low,Medium,N,19,6,9,N,N,,below average height,163.80,green,35,E15JOH,8,Garrison,GarrisonE15JOH,2.58,2.58,2.93,12,Right,
Izzie Greer,A,95.41,10.18,94,A,42.33,10,2,0,14,Medium,High,Y,7,3,7,N,N,,medium height,97.99,blue,98,3Z0Z2S,11,Frame,Frame3Z0Z2S,3.73,3.73,3.56,3,Right,
Ocean Dawson,F,46.64,60.08,29,F,0.37,9,5,17,16,High,Low,Y,33,4,8,Y,N,,about average height,243.92,brown,55,W1DVV6,22,Mayo,MayoW1DVV6,2.29,2.29,3.62,9,Right,
Rayan Maldonado,F,29.88,6.78,45,F,69.43,5,19,11,18,Low,Low,N,34,6,7,Y,Y,,below average height,143.05,brown,68,Z1VDXI,13,Callaghan,CallaghanZ1VDXI,2.93,2.93,2.37,16,Left,
Rhiannan Medina,F,2.57,67.13,89,B+,24.54,8,11,4,20,High,Low,Y,7,6,7,Y,N,,tall,193.16,green,85,G4WA4X,11,Cherry,CherryG4WA4X,2.61,2.61,1.77,8,Right,
Reema Saunders,F,,,,-,,3,2,,12,,,N,13,6,8,Y,N,,above ,,een,61,,10,Trujillo,Trujillo7E22TT,1.30,1.30,3.50,7,Mid,
Aras Weir,F,27.68,73.17,54,F,36.21,20,17,20,5,Low,High,N,36,6,8,N,Y,,short,234.56,blue,43,CIQAO9,2,Haynes,HaynesCIQAO9,3.38,3.38,3.36,5,Mid,
James Wynn,F,58.27,89.13,83,B,94.12,14,19,7,3,High,High,Y,3,6,11,N,Y,,tallish,84.97,blue,5,Q2B21W,17,Wallis,WallisQ2B21W,3.05,3.05,2.46,10,Right,
Shirley Spencer,F,23.36,63.40,89,B+,27.37,16,20,2,8,High,High,N,34,5,8,N,N,,about average height,62.83,blue,67,XVAZ7B,14,Strong,StrongXVAZ7B,1.83,1.83,2.84,9,Mid,
Bogdan Aguilar,F,36.38,47.99,81,B-,51.91,10,7,15,11,Medium,Low,Y,15,3,10,N,Y,,above average height,142.64,blue,52,8GSS78,7,Sexton,Sexton8GSS78,0.50,0.50,3.86,14,Left,
Antonio Mcmanus,F,39.47,60.05,58,F,46.09,12,9,5,5,High,High,N,10,3,8,N,Y,,below average height,80.27,green,94,FVI2D0,22,Blankenship,BlankenshipFVI2D0,1.10,1.10,2.04,13,Left,
Cory Bouvet,F,28.17,64.91,98,A,62.90,2,10,2,4,Medium,Medium,Y,40,5,10,N,Y,,tall,274.00,blue,42,4ING2Y,3,Hansen,Hansen4ING2Y,2.76,2.76,1.57,10,Mid,
Raihan Adam,F,39.56,4.67,10,F,70.04,14,0,4,13,Low,Medium,N,34,2,7,N,N,,below average height,60.28,green,46,ZY1RMR,14,Crossley,CrossleyZY1RMR,2.92,2.92,2.78,8,Left,
Mercy Beard,F,12.03,28.92,12,F,50.04,8,10,19,10,Low,Low,N,25,5,11,Y,Y,,very tall,125.25,blue,54,CUKWY0,24,Mccann,MccannCUKWY0,1.00,1.00,1.78,14,Left,
Betty Emery,A,95.23,60.34,40,F,36.46,16,15,2,12,Medium,High,N,19,5,9,Y,Y,,tallish,207.57,blue,70,UCWH63,16,Drew,DrewUCWH63,2.41,2.41,3.46,4,Right,
Howard Estrada,F,58.74,34.02,78,C+,62.15,19,14,0,12,Medium,High,N,28,2,9,Y,N,,above average height,30.41,green,96,V93W6D,10,Milne,MilneV93W6D,0.63,0.63,3.25,2,Right,
Rian Mcneill,F,50.29,57.49,45,F,55.35,20,8,17,6,Medium,High,N,35,1,9,N,Y,,about average height,196.33,brown,62,11SI1H,12,Orozco,Orozco11SI1H,1.17,1.17,2.38,12,Left,
Koa Barnes,B,84.51,25.22,91,A-,12.72,2,20,4,16,Medium,High,Y,36,1,10,N,N,,about average height,20.98,green,7,PZNZPS,1,Pratt,PrattPZNZPS,3.54,3.54,1.75,10,Mid,
Clodagh Pitts,A,96.36,5.73,3,F,79.07,10,9,9,9,Low,High,N,15,6,9,Y,N,,about average height,211.07,brown,38,A10V86,5,Robles,RoblesA10V86,0.93,0.93,3.81,2,Right,
Denise Stein,F,13.89,26.55,13,F,24.93,0,17,9,15,High,Medium,Y,17,5,8,N,N,,medium height,37.83,green,67,M1IMJR,1,West,WestM1IMJR,2.20,2.20,3.12,6,Right,
Ainsley Suarez,B,84.22,92.76,39,F,52.43,12,4,1,9,Low,High,N,32,6,8,N,N,,short,68.01,brown,83,U4JKQX,1,Hale,HaleU4JKQX,1.44,1.44,0.88,14,Left,
Cathal Pate,F,19.93,70.82,79,C+,6.23,12,19,9,3,Low,Low,N,6,3,9,Y,N,,below average height,228.99,blue,27,TEP2GT,4,Chen,ChenTEP2GT,0.61,0.61,3.33,5,Left,
Helin Peters,F,51.41,4.01,97,A,37.99,11,9,7,10,High,High,Y,8,4,9,Y,N,,about average height,250.07,brown,12,PI4AA9,10,Mcphee,McpheePI4AA9,1.28,1.28,1.51,13,Left,
Olivier Gardiner,F,22.79,98.50,17,F,12.58,3,10,20,11,Medium,Low,Y,29,3,8,N,Y,,below average height,266.70,green,51,D2X2NW,21,Hooper,HooperD2X2NW,2.09,2.09,2.77,9,Left,
Destiny Mcclure,A,96.51,4.05,91,A-,2.10,15,14,10,3,Low,Medium,Y,30,4,8,N,N,,medium height,115.88,blue,89,W79B6N,19,Gallegos,GallegosW79B6N,2.59,2.59,0.60,13,Right,
Ptolemy Kim,F,24.86,67.61,5,F,44.87,14,5,7,15,High,Low,N,24,3,7,N,N,,tall,268.91,blue,47,XSH56L,16,Young,YoungXSH56L,2.43,2.43,0.12,9,Right,
Asha Bostock,F,3.86,16.59,63,D,14.59,5,8,20,15,Low,Low,Y,37,5,8,N,Y,,tall,53.92,green,68,48HO3C,24,Olson,Olson48HO3C,3.99,3.99,0.98,9,Mid,
Coral Raymond,D,65.06,12.45,50,F,12.29,14,6,14,10,Medium,High,N,1,4,10,N,N,,very tall,96.79,green,6,3UDSRB,6,Richardson,Richardson3UDSRB,0.80,0.80,3.75,5,Right,
Nikita Mair,A,93.55,31.08,52,F,26.41,16,1,10,3,Low,Medium,Y,25,2,7,Y,N,,very short,142.42,blue,21,YA03L3,18,Sanderson,SandersonYA03L3,0.77,0.77,0.35,14,Mid,
Tala Graves,F,58.63,34.88,82,B-,68.51,10,16,20,15,Medium,Low,Y,13,3,11,Y,Y,,about average height,203.07,blue,35,B7JHXC,19,Goff,GoffB7JHXC,0.47,0.47,0.46,7,Right,
Marianne Hook,F,29.31,33.82,81,B-,69.39,9,1,15,0,High,Medium,Y,27,1,11,Y,Y,,shortish,74.33,brown,34,TOLT5F,23,Huff,HuffTOLT5F,1.28,1.28,2.48,4,Right,
Asim Whitmore,F,49.01,57.06,57,F,58.03,11,15,10,19,Medium,Low,N,24,2,8,N,N,,above average height,203.68,green,65,UMS85P,8,Cash,CashUMS85P,2.02,2.02,2.94,5,Mid,
Jesus Weaver,F,9.50,28.69,29,F,80.24,12,19,20,6,Low,Low,N,13,1,11,N,Y,,above average height,72.17,blue,29,RDRV0T,13,Heaton,HeatonRDRV0T,1.27,1.27,2.31,6,Left,
Nathanial Hampton,C-,70.81,91.83,12,F,10.34,11,9,20,18,Medium,Low,N,29,6,7,N,Y,,tall,199.78,brown,1,FLMKO4,9,Mcbride,McbrideFLMKO4,4.00,4.00,2.76,7,Left,
Macie Bonilla,F,52.87,59.15,52,F,19.57,5,14,15,19,Low,High,N,33,6,10,Y,N,,about average height,97.02,green,56,9EZ87I,21,Mcneil,Mcneil9EZ87I,1.65,1.65,2.89,3,Left,
Jared Morris,F,35.57,84.23,68,D+,17.31,15,1,8,15,Medium,High,Y,23,1,7,N,Y,,short,109.52,blue,47,LNHY94,6,Frazier,FrazierLNHY94,0.36,0.36,3.26,3,Left,
Hebe Savage,D+,67.68,74.61,12,F,70.08,3,14,15,4,Low,Low,Y,33,6,8,Y,Y,,below average height,72.75,green,90,TGIWGJ,3,Collins,CollinsTGIWGJ,0.56,0.56,0.09,16,Left,
Sukhmani Stewart,F,49.25,75.92,49,F,32.29,14,12,16,2,Low,Medium,N,27,3,7,N,Y,,tall,235.18,brown,21,TQEO55,24,Padilla,PadillaTQEO55,0.47,0.47,3.23,8,Right,
Ayomide Clements,F,58.15,79.67,96,A,73.65,0,4,8,14,Low,Low,N,4,3,10,N,Y,,tall,260.82,brown,62,OU3M0L,9,Mackie,MackieOU3M0L,1.32,1.32,0.05,6,Right,
Shahid Cross,F,20.73,27.09,85,B,79.79,0,13,10,11,High,Medium,N,18,3,7,N,N,,above average height,269.77,blue,66,2EWFMI,22,Cleveland,Cleveland2EWFMI,2.28,2.28,1.68,8,Right,
Una Snyder,C,73.71,99.25,78,C+,81.76,1,16,9,19,Medium,Medium,N,39,2,9,Y,Y,,below average height,45.24,brown,24,VJZOVZ,21,Hopper,HopperVJZOVZ,0.05,0.05,2.94,2,Mid,
Courtnie Prentice,A,99.25,93.16,73,C-,48.84,0,19,18,13,Low,Low,N,13,6,7,Y,Y,,short,237.28,brown,69,X5GRWX,14,Parra,ParraX5GRWX,2.51,2.51,0.73,2,Left,
Diya Gibbs,C+,79.29,93.06,85,B,84.67,10,18,20,18,Medium,High,N,40,6,9,Y,N,,short,268.91,green,48,3KG12O,13,Hogg,Hogg3KG12O,1.63,1.63,3.75,13,Mid,
Shakeel Samuels,F,19.97,30.82,55,F,96.87,11,3,19,3,Medium,Low,Y,29,6,9,N,Y,,very short,167.61,green,87,CPVOA6,24,Sheppard,SheppardCPVOA6,2.36,2.36,0.62,1,Left,
Keelan Calhoun,B-,80.46,71.44,84,B,69.42,10,0,15,9,Medium,Medium,Y,34,4,11,N,Y,,about average height,186.70,blue,77,759Z38,18,Healy,Healy759Z38,0.33,0.33,2.81,6,Mid,
Casey Kenny,F,45.16,10.88,67,D+,53.74,19,6,18,10,High,High,Y,6,5,8,N,N,,medium height,78.90,blue,14,K22D68,17,Grant,GrantK22D68,1.82,1.82,1.27,11,Left,
Jo Jaramillo,C-,70.73,36.86,10,F,54.66,14,0,19,4,Low,Medium,Y,10,2,10,Y,N,,tallish,5.00,green,30,2J3PNB,10,Hebert,Hebert2J3PNB,0.41,0.41,3.34,5,Left,
Silas Alcock,F,6.68,80.06,84,B,42.51,12,9,14,1,High,Medium,N,10,6,8,Y,N,,below average height,74.72,brown,45,3HA4EL,10,Bowers,Bowers3HA4EL,1.99,1.99,3.07,2,Right,
Josh Hayward,F,30.87,54.63,70,D+,44.99,11,10,12,12,Medium,Low,Y,21,5,11,N,Y,,above average height,223.65,brown,60,9900JP,2,Hutchings,Hutchings9900JP,1.60,1.60,0.83,15,Right,
Raul Stamp,D+,67.27,57.29,63,D-,6.37,2,3,0,5,Low,Medium,N,16,4,11,Y,N,,short,273.54,blue,95,XHUGX9,23,Pena,PenaXHUGX9,3.84,3.84,0.88,6,Left,
Madiha Swift,F,20.34,47.46,85,B,65.53,6,13,4,17,High,Medium,Y,40,1,11,N,Y,,below average height,30.03,brown,47,H973GE,1,Ryan,RyanH973GE,1.98,1.98,1.85,12,Mid,
Anisah Rigby,F,12.86,90.86,26,F,92.27,1,13,4,2,High,Low,N,35,5,10,Y,Y,,tall,129.90,blue,47,UIQURZ,11,Sheldon,SheldonUIQURZ,0.40,0.40,0.48,15,Mid,
Tonicha Coles,F,3.53,57.72,81,B-,1.23,14,20,10,4,Low,Medium,N,5,1,11,Y,Y,,tallish,147.77,brown,57,BCQRYE,21,Rigby,RigbyBCQRYE,1.49,1.49,0.15,1,Left,
Abel Mora,F,28.74,46.84,5,F,39.70,3,6,2,17,Medium,Low,Y,21,2,7,N,N,,medium height,199.92,green,21,1MWJN1,23,Holloway,Holloway1MWJN1,2.98,2.98,1.64,8,Left,
Alena Moody,F,21.64,38.34,25,F,5.18,4,6,11,19,Low,Low,N,21,3,10,N,N,,very short,281.66,blue,58,6ZLIIH,24,Spence,Spence6ZLIIH,2.36,2.36,2.79,15,Left,
Jennie Rosas,B,85.90,26.37,76,C,67.64,5,9,0,3,High,High,N,11,6,8,Y,N,,tallish,112.97,green,45,KA5AVE,22,Mercado,MercadoKA5AVE,3.02,3.02,3.64,1,Right,
Daniyal Mckinney,F,39.73,37.95,99,A,59.55,8,18,17,7,Low,Low,Y,39,3,7,N,Y,,about average height,281.23,blue,84,4FHJDV,11,Lowe,Lowe4FHJDV,0.49,0.49,3.66,9,Mid,
Kirandeep Lyon,C+,77.23,11.51,56,F,55.17,3,6,6,3,Low,Medium,N,12,6,9,N,N,,medium height,145.90,blue,52,F0PMES,4,Flynn,FlynnF0PMES,1.56,1.56,2.43,7,Left,
Mazie Harwood,A-,89.97,82.42,74,C,29.95,5,3,7,8,Medium,High,N,20,3,10,Y,Y,,medium height,208.83,blue,36,MFPWKK,9,Norton,NortonMFPWKK,3.47,3.47,3.56,7,Left,
Jagoda Mahoney,F,29.63,14.03,2,F,56.52,18,3,14,3,High,Low,N,23,6,10,Y,Y,,medium height,240.75,blue,6,B2K09J,21,Dillard,DillardB2K09J,0.74,0.74,1.92,12,Right,
Brayden Edge,F,40.44,80.15,85,B,15.15,6,8,3,4,Low,Medium,N,1,2,8,N,Y,,about average height,258.88,brown,50,6I8BTL,2,Short,Short6I8BTL,3.32,3.32,3.80,14,Right,
Alanis Plummer,A,93.63,68.26,36,F,44.35,18,6,9,11,High,High,N,5,4,11,Y,N,,tall,33.82,brown,63,JFRP5K,21,Bean,BeanJFRP5K,3.14,3.14,2.62,5,Left,
Dilara Mora,F,29.54,52.90,53,F,49.27,1,19,15,7,Medium,Low,Y,4,2,10,Y,Y,,medium height,285.80,green,52,152BDN,14,Byrne,Byrne152BDN,0.33,0.33,3.95,5,Mid,
Riley Wagner,F,25.51,88.46,38,F,1.84,15,4,1,19,Low,High,Y,2,3,7,Y,N,,above average height,289.14,brown,7,239GDX,8,Gonzales,Gonzales239GDX,2.59,2.59,3.62,13,Right,
Lacie Walmsley,F,35.89,69.26,52,F,89.52,0,3,6,10,High,Medium,Y,21,6,8,Y,Y,,below average height,41.98,green,17,8LZC81,2,Thompson,Thompson8LZC81,2.11,2.11,0.95,8,Mid,
Whitney Mccaffrey,F,50.65,96.40,73,C-,39.41,10,17,19,20,Medium,Low,N,37,6,10,N,N,,about average height,165.00,brown,62,NTTSWL,21,Greig,GreigNTTSWL,3.30,3.30,0.39,5,Left,
Barnaby Pike,F,42.82,48.94,50,F,21.17,11,20,1,18,Low,High,N,37,2,8,Y,N,,tall,81.56,green,44,GL6FFQ,9,Richardson,RichardsonGL6FFQ,0.06,0.06,2.69,11,Right,
Mohsin Copeland,F,41.03,89.54,28,F,89.22,13,18,17,7,Medium,Low,N,5,5,8,N,Y,,medium height,256.97,blue,55,TVP6HB,2,Salazar,SalazarTVP6HB,2.64,2.64,1.01,2,Right,
John-Paul Dougherty,C+,76.65,44.63,32,F,52.86,9,4,12,11,Low,High,Y,40,6,8,Y,N,,above average height,146.53,blue,68,0OQ4NR,21,Johnston,Johnston0OQ4NR,0.93,0.93,3.98,14,Left,
Ailsa Andrews,F,52.59,60.83,49,F,36.49,12,6,9,5,High,High,Y,7,3,10,N,N,,above average height,116.06,green,3,07MVMD,14,Healy,Healy07MVMD,3.67,3.67,1.13,1,Left,
Jonathan Duggan,F,3.14,76.16,56,F,75.17,1,16,20,15,Medium,Low,Y,24,3,8,N,N,,tall,74.75,green,23,WBAUHT,11,Contreras,ContrerasWBAUHT,2.60,2.60,3.46,15,Right,
Elin Burke,F,46.77,99.02,10,F,77.02,1,15,8,2,Medium,High,N,18,5,8,Y,Y,,medium height,150.98,green,77,JM4MUQ,9,Velasquez,VelasquezJM4MUQ,0.42,0.42,1.67,16,Mid,
Gage Young,D,62.89,81.06,82,B-,78.61,1,8,10,10,Medium,High,Y,29,5,10,Y,Y,,very short,66.20,blue,72,31GVC7,13,Moon,Moon31GVC7,3.48,3.48,0.24,3,Right,
Angelica Martin,F,29.81,20.54,3,F,50.88,0,11,15,4,High,High,Y,8,1,8,N,Y,,below average height,57.09,blue,76,4COYD5,7,Marks,Marks4COYD5,2.06,2.06,3.52,14,Left,
Luqman Ireland,F,51.16,77.71,1,F,87.24,6,11,16,17,Medium,Medium,Y,11,5,9,N,N,,about average height,280.02,brown,49,BSO8AW,20,Simmonds,SimmondsBSO8AW,0.23,0.23,3.01,9,Right,
Reginald Connolly,,49.25,86.79,49,F,36.86,,13,18,10,Low,Medium,N,24,2,11,Y,N,,,84.77,green,88,PTYRDJ,10,,WootenPTYRDJ,3.96,3.96,3.14,12,Left,
Elliott Daniels,F,49.59,41.83,75,C,98.89,10,3,18,15,High,Low,N,33,4,7,Y,Y,,below average height,185.20,blue,5,JIM26B,6,Hurley,HurleyJIM26B,3.38,3.38,3.30,9,Mid,
Laurence O'Doherty,F,17.22,19.39,21,F,0.46,14,10,1,15,Low,Medium,N,33,4,7,N,N,,above average height,160.71,blue,7,W55GJL,15,Arias,AriasW55GJL,1.58,1.58,0.61,2,Left,
Tj Espinoza,F,29.07,48.80,81,B-,24.92,19,3,9,8,Medium,High,N,7,1,10,N,N,,below average height,103.03,brown,37,FW71QE,11,Herrera,HerreraFW71QE,2.76,2.76,3.90,4,Right,
Trey Underwood,C,76.44,4.28,1,F,20.00,12,7,1,15,Low,High,N,12,5,11,Y,N,,about average height,166.27,green,25,GUEHQO,2,Walsh,WalshGUEHQO,3.19,3.19,0.46,13,Mid,
Cathal Woodard,C,75.73,14.28,71,C-,29.27,13,13,1,14,High,Low,N,28,5,8,N,Y,,about average height,89.04,green,6,CL33MS,10,Keller,KellerCL33MS,0.13,0.13,2.31,11,Left,
Lily-Ann Whitley,F,53.53,39.24,79,C+,79.74,14,9,12,1,High,Low,Y,12,2,10,Y,Y,,below average height,254.31,green,75,0KYJ0C,21,Cortes,Cortes0KYJ0C,1.52,1.52,1.79,9,Right,
Deanna Mullen,D,65.41,99.99,6,F,39.08,1,17,9,10,Low,High,Y,17,1,10,Y,Y,,short,0.72,blue,72,UCKGTH,13,Duke,DukeUCKGTH,2.01,2.01,2.57,2,Left,
Homer Fountain,B+,88.57,43.16,83,B,47.26,8,0,0,3,High,High,N,39,3,8,N,Y,,below average height,141.33,green,41,EOUV1I,21,Davie,DavieEOUV1I,0.04,0.04,0.35,15,Mid,
Sheena Mckenzie,F,32.35,90.60,46,F,32.63,7,6,14,4,High,High,Y,34,5,9,Y,N,,shortish,141.57,brown,68,EY0MR4,22,Ochoa,OchoaEY0MR4,2.40,2.40,2.19,6,Mid,
Rehan Bowes,D,64.22,71.89,14,F,73.08,15,9,0,9,High,High,Y,23,4,7,Y,Y,,very short,66.43,green,5,A2OLLK,23,Alfaro,AlfaroA2OLLK,3.07,3.07,0.84,8,Right,
Mikey Pineda,F,59.21,90.61,70,C-,63.94,16,20,11,8,Medium,High,Y,20,1,10,N,N,,very tall,118.07,blue,98,ODINYH,2,Lin,LinODINYH,2.98,2.98,0.20,14,Right,
Aj Massey,C,73.69,31.66,30,F,48.18,18,4,12,15,Medium,Medium,N,2,2,7,N,N,,about average height,137.31,brown,19,GRKMHY,9,Rowe,RoweGRKMHY,1.78,1.78,0.62,12,Left,
Susannah Ochoa,C+,77.97,16.54,80,C+,96.65,20,0,3,10,High,High,N,30,5,10,N,N,,medium height,291.62,brown,41,I32PHW,17,Bowen,BowenI32PHW,1.96,1.96,0.07,2,Mid,
Ayla Dalby,F,36.24,5.50,84,B,18.37,14,16,12,15,Medium,High,N,23,2,8,N,N,,about average height,263.96,green,4,PJSZNN,15,Frank,FrankPJSZNN,2.36,2.36,3.24,12,Left,
Rita Garcia,F,19.25,3.73,99,A,88.99,20,1,14,9,Medium,High,Y,20,2,9,Y,Y,,tall,35.86,blue,30,EEX3CV,11,Bernal,BernalEEX3CV,2.96,2.96,3.81,9,Mid,
Tyreke Hodson,F,20.42,33.63,39,F,6.28,5,19,11,2,Low,Medium,Y,29,5,7,Y,Y,,shortish,203.51,brown,51,9VBOWO,22,Owen,Owen9VBOWO,3.83,3.83,2.29,9,Left,
Charles Mason,F,29.34,78.57,34,F,66.73,7,12,1,16,Medium,Low,Y,30,4,7,N,N,,short,206.61,blue,99,MIUS8X,16,Carver,CarverMIUS8X,1.44,1.44,0.23,5,Left,
Sumayya Wills,D,63.31,8.36,78,C+,44.59,1,2,19,0,Medium,Medium,N,25,6,8,N,N,,tallish,119.83,green,16,486EQQ,10,Strickland,Strickland486EQQ,3.85,3.85,0.65,7,Mid,
Astrid Stamp,B+,87.62,8.99,18,F,21.00,14,15,2,11,Medium,Medium,N,37,3,7,N,N,,above average height,267.50,green,100,56DTG0,13,Mayo,Mayo56DTG0,0.56,0.56,2.82,7,Right,
Rafael Gray,A,94.23,86.14,89,B+,78.15,9,5,14,19,Medium,High,N,23,5,7,Y,Y,,above average height,15.77,blue,73,BY2FLE,14,Blaese,BlaeseBY2FLE,1.25,1.25,0.22,1,Mid,
Nimrah Hawes,B+,88.38,78.81,40,F,62.79,11,11,20,7,Medium,Medium,Y,40,2,7,N,N,,medium height,1.95,blue,79,0WXVZP,20,Clemons,Clemons0WXVZP,1.52,1.52,2.57,5,Mid,
Mariana Hutchings,B,83.70,93.47,1,F,14.83,20,16,15,11,Medium,Low,N,18,6,9,N,Y,,shortish,175.49,green,96,KPASIT,14,Griffiths,GriffithsKPASIT,0.19,0.19,3.71,6,Mid,
Lyndsey Gibson,B,84.23,31.20,20,F,60.08,0,6,18,1,Low,Low,N,16,4,8,Y,Y,,tall,11.97,green,47,WYS9TF,17,Coffey,CoffeyWYS9TF,0.67,0.67,1.02,12,Left,
Izzie Roberson,,,.,3,,,14,0,14,10,,m,Y,17,4,8,N,Y,,about average height,98.42,brown,7,41T70U,12,Guerra,Guerra41T70U,2.99,2.99,1.36,16,Right,
Seb Mcmahon,F,24.19,24.84,3,F,94.15,15,5,1,8,Medium,Medium,N,24,3,10,N,Y,,below average height,165.25,brown,82,4BZZQG,6,Roach,Roach4BZZQG,2.51,2.51,3.36,3,Right,
Komal Frey,F,30.11,51.52,58,F,46.49,11,17,3,19,Medium,High,N,8,2,11,N,N,,tall,285.97,blue,76,ZFNXKW,10,Lane,LaneZFNXKW,0.73,0.73,1.71,13,Left,
Arnie Buckley,C-,70.09,79.70,13,F,91.14,13,18,15,13,High,High,N,35,5,10,Y,N,,medium height,69.28,green,29,NP7ZXT,22,Boyce,BoyceNP7ZXT,2.05,2.05,1.75,1,Left,
Manveer Ortiz,B,83.62,98.05,28,F,14.15,10,19,18,16,High,Medium,N,11,4,7,Y,N,,shortish,279.97,brown,45,64KZGK,16,Sheehan,Sheehan64KZGK,2.78,2.78,1.88,3,Mid,
Martha Coleman,F,12.93,75.38,53,F,86.26,13,17,5,0,Medium,Medium,Y,12,6,8,Y,Y,,below average height,24.97,blue,38,HPR2GH,1,Randolph,RandolphHPR2GH,1.25,1.25,0.80,2,Mid,
Kajol Daugherty,F,8.03,59.15,14,F,39.04,17,19,8,19,Low,Low,N,31,5,11,N,Y,,short,72.99,green,44,OVRCMZ,22,Lowe,LoweOVRCMZ,1.77,1.77,3.01,11,Mid,
Aleesha Shepard,B-,82.04,18.55,47,F,15.71,5,20,3,2,High,High,Y,29,5,8,Y,Y,,tall,275.73,blue,84,DRNF18,9,Delarosa,DelarosaDRNF18,3.98,3.98,1.26,8,Mid,
Roksana Gilmour,D+,66.51,45.28,99,A,57.52,17,18,17,8,High,Low,N,40,6,7,Y,Y,,below average height,102.97,green,11,RQTJEJ,2,Woolley,WoolleyRQTJEJ,0.19,0.19,3.13,7,Left,
Abel Sawyer,F,2.24,92.41,62,D-,13.30,3,2,6,16,Low,Low,N,11,4,10,Y,Y,,below average height,52.45,blue,61,N4E9YM,16,Pittman,PittmanN4E9YM,2.00,2.00,1.01,1,Mid,
Edward Marin,C,75.62,81.93,46,F,49.85,14,18,7,6,Medium,High,N,28,5,8,N,Y,,below average height,9.95,green,54,N1LOY5,21,Patrick,PatrickN1LOY5,2.35,2.35,2.04,4,Left,
Harlen Corona,F,34.20,87.47,40,F,97.51,13,14,6,5,Low,Low,Y,17,5,7,N,Y,,above average height,155.45,brown,61,KTKBU9,22,Holmes,HolmesKTKBU9,0.83,0.83,3.90,13,Left,
Bear Gonzales,C+,77.51,17.71,51,F,76.69,5,12,4,12,Medium,Medium,N,7,1,7,Y,Y,,shortish,160.32,green,3,8SFRHK,24,Berger,Berger8SFRHK,2.34,2.34,0.54,8,Right,
Joanna Firth,D,62.56,52.76,72,C-,16.09,16,11,20,15,Low,High,N,35,2,9,N,N,,below average height,232.94,green,28,2KSO0Y,5,Bateman,Bateman2KSO0Y,3.20,3.20,0.31,12,Mid,
Rhian Ayers,D,63.03,83.10,27,F,83.76,7,15,17,11,Medium,High,Y,29,1,11,Y,Y,,above average height,252.53,brown,93,ETA52A,16,Bonilla,BonillaETA52A,2.94,2.94,0.47,1,Mid,
Garry Greig,B+,87.99,57.59,26,F,47.04,6,3,20,9,High,High,N,7,5,11,Y,Y,,above average height,26.26,green,86,MWB29P,4,Bowden,BowdenMWB29P,0.51,0.51,1.00,13,Mid,
Lawson Rahman,F,23.36,65.71,34,F,53.20,1,6,9,13,High,Medium,N,2,2,8,Y,N,,medium height,104.90,brown,59,M67U8C,7,Wiggins,WigginsM67U8C,3.27,3.27,1.16,12,Left,
Junaid Baxter,A,99.84,28.69,73,C-,95.51,13,0,17,1,Low,High,Y,24,3,9,Y,Y,,short,174.05,brown,30,HAW231,24,Cousins,CousinsHAW231,0.96,0.96,3.89,1,Left,
Stephanie Sanders,F,22.68,35.48,65,D,80.04,12,4,3,0,Medium,Medium,Y,13,1,8,Y,N,,medium height,44.59,blue,52,5LQVGP,18,Reed,Reed5LQVGP,2.40,2.40,1.33,13,Left,
Kaya Roman,A,98.51,25.42,50,F,78.97,2,2,0,18,Low,Medium,Y,2,1,11,N,N,,about average height,132.09,green,52,OZ24YF,12,Rubio,RubioOZ24YF,3.98,3.98,2.63,8,Left,
Zarah Ward,C,74.21,95.76,51,F,33.53,7,8,15,6,Low,Medium,N,12,1,9,N,N,,very tall,239.21,blue,10,QLAXZD,23,Lopez,LopezQLAXZD,1.50,1.50,1.38,15,Mid,
